"Mod name","Registry name","BlockID","Subtypes","Item ID","Item meta","Display name","Exists","Ore Dict keys"
"Aether II","aether:greatroot_button",741,"false",5095,0,"Greatroot Button","true",""
"Aether II","aether:greatroot_fence",734,"false",5090,0,"Greatroot Fence","true",""
"Aether II","aether:greatroot_fence_gate",735,"false",5166,0,"Greatroot Fence Gate","true",""
"Aether II","aether:greatroot_pressure_plate",745,"false",5174,0,"Greatroot Pressure Plate","true",""
"Aether II","aether:greatroot_slab",758,"false",5196,0,"Greatroot Slab","true",""
"Aether II","aether:greatroot_stairs",771,"false",5091,0,"Greatroot Stairs","true",""
"Aether II","aether:green_dark_skyroot_leaves",682,"false",5197,0,"Green Greatroot Leaves","true",""
"Aether II","aether:green_light_skyroot_leaves",686,"false",5219,0,"Green Wisproot Leaves","true",""
"Aether II","aether:green_skyroot_leaves",678,"false",5193,0,"Green Skyroot Leaves","true",""
"Aether II","aether:hellfirestone_brick",802,"false",5120,0,"Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,0,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,1,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,2,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,3,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,4,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_brick_decorative",803,"true",5118,5,"Decorative Hellfirestone Brick","true",""
"Aether II","aether:hellfirestone_lantern",804,"false",5077,0,"Hellfirestone Lantern","true",""
"Aether II","aether:hellfirestone_pillar",805,"false",5146,0,"Hellfirestone Brick Pillar","true",""
"Aether II","aether:highlands_ice",650,"false",5078,0,"Highlands Ice","true",""
"Aether II","aether:highlands_ice_crystal",809,"false",5194,0,"Ice Crystal","true",""
"Aether II","aether:highlands_packed_ice",651,"false",5206,0,"Highlands Packed Ice","true",""
"Aether II","aether:highlands_snow",648,"false",5129,0,"Highlands Snow","true",""
"Aether II","aether:highlands_snow_layer",649,"false",5165,0,"Highlands Snow","true",""
"Aether II","aether:holystone",645,"true",5124,0,"Holystone","true","holystone"
"Aether II","aether:holystone",645,"true",5124,1,"Mossy Holystone","true","holystone"
"Aether II","aether:holystone_bookshelf",723,"false",5180,0,"Holystone Bookshelf","true",""
"Aether II","aether:holystone_brick",703,"false",5183,0,"Holystone Brick","true",""
"Aether II","aether:holystone_brick_decorative",704,"true",5117,0,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,1,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,2,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,3,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,4,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,5,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_decorative",704,"true",5117,6,"Decorative Holystone Brick","true","holystone_brick_decorative"
"Aether II","aether:holystone_brick_slab",763,"false",5144,0,"Holystone Brick Slab","true",""
"Aether II","aether:holystone_brick_stairs",776,"false",5188,0,"Holystone Brick Stairs","true",""
"Aether II","aether:holystone_brick_wall",750,"false",5172,0,"Holystone Brick Wall","true",""
"Aether II","aether:holystone_button",742,"false",5080,0,"Holystone Button","true",""
"Aether II","aether:holystone_furnace",663,"false",5195,0,"Holystone Furnace","true",""
"Aether II","aether:holystone_pillar",705,"false",5167,0,"Holystone Brick Pillar","true","holystone_brick_decorative"
"Aether II","aether:holystone_pressure_plate",746,"false",5204,0,"Holystone Pressure Plate","true",""
"Aether II","aether:holystone_rock",793,"false",5154,0,"Holystone Rock","true",""
"Aether II","aether:holystone_slab",760,"false",5108,0,"Holystone Slab","true",""
"Aether II","aether:holystone_stairs",773,"false",5106,0,"Holystone Stairs","true",""
"Aether II","aether:holystone_wall",748,"false",5089,0,"Holystone Wall","true",""
"Aether II","aether:icestone_brick_stairs",780,"false",5076,0,"Icestone Brick Stairs","true",""
"Aether II","aether:icestone_bricks",727,"false",5225,0,"Icestone Bricks","true",""
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,0,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,1,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,2,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,3,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,4,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_bricks_decorative",728,"true",5122,5,"Decorative Icestone Bricks","true","icestone_bricks_decorative"
"Aether II","aether:icestone_cooler",667,"false",5126,0,"Icestone Cooler","true",""
"Aether II","aether:icestone_ore",659,"false",5152,0,"Icestone Ore","true",""
"Aether II","aether:icestone_pillar",729,"false",5110,0,"Icestone Brick Pillar","true","icestone_bricks_decorative"
"Aether II","aether:icestone_slab",767,"false",5164,0,"Icestone Brick Slab","true",""
"Aether II","aether:icestone_wall",751,"false",5139,0,"Icestone Brick Wall","true",""
"Aether II","aether:incubator",665,"false",5213,0,"Incubator","true",""
"Aether II","aether:light_skyroot_beam",721,"false",5075,0,"Wisproot Beam","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,0,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,1,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,2,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,3,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,4,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,5,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,6,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_decorative",720,"true",5083,7,"Decorative Wisproot Planks","true",""
"Aether II","aether:light_skyroot_log",684,"false",5238,0,"Wisproot Wood","true",""
"Aether II","aether:light_skyroot_planks",719,"false",5231,0,"Wisproot Planks","true","skyrootplanks"
"Aether II","aether:masonry_bench",666,"false",5235,0,"Masonry Bench","true",""
"Aether II","aether:moa_egg",782,"false",,,"Moa Egg","true",""
"Aether II","aether:mossy_holystone_slab",762,"false",5210,0,"Mossy Holystone Slab","true",""
"Aether II","aether:mossy_holystone_stairs",775,"false",5104,0,"Mossy Holystone Stairs","true",""
"Aether II","aether:mossy_holystone_wall",749,"false",5130,0,"Mossy Holystone Wall","true",""
"Aether II","aether:multiblock_dummy",754,"false",,,"tile.aether.multiblock_dummy.name","true",""
"Aether II","aether:multiblock_dummy_half",755,"false",,,"tile.aether.multiblock_dummy_half.name","true",""
"Aether II","aether:mutant_leaves",688,"false",5148,0,"Mutated Leaves","true",""
"Aether II","aether:mutant_leaves_decorated",689,"false",5087,0,"Decorated Mutated Leaves","true",""
"Aether II","aether:orange_tree",697,"false",5185,0,"Orange Tree","true",""
"Aether II","aether:outpost_campfire",795,"false",5216,0,"Outpost Campfire","true",""
"Aether II","aether:plumproot",808,"false",5160,0,"Plumproot","true",""
"Aether II","aether:present",783,"false",5112,0,"Present","true",""
"Aether II","aether:quicksoil",660,"false",5192,0,"Quicksoil","true",""
"Aether II","aether:quicksoil_glass",670,"false",5081,0,"Quicksoil Glass","true",""
"Aether II","aether:quicksoil_glass_decorative",673,"true",5217,0,"Decorative Quicksoil Glass","true",""
"Aether II","aether:quicksoil_glass_decorative",673,"true",5217,1,"Decorative Quicksoil Glass","true",""
"Aether II","aether:quicksoil_glass_pane",785,"false",5239,0,"Quicksoil Glass Pane","true",""
"Aether II","aether:quicksoil_glass_pane_decorative",788,"true",5212,0,"Decorative Quicksoil Glass Pane","true",""
"Aether II","aether:quicksoil_glass_pane_decorative",788,"true",5212,1,"Decorative Quicksoil Glass Pane","true",""
"Aether II","aether:rusted_ferrosite",647,"false",5230,0,"Rusted Ferrosite","true",""
"Aether II","aether:scatterglass",672,"false",5131,0,"Scatterglass","true",""
"Aether II","aether:scatterglass_decorative",675,"true",5191,0,"Decorative Scatterglass","true",""
"Aether II","aether:scatterglass_decorative",675,"true",5191,1,"Decorative Scatterglass","true",""
"Aether II","aether:scatterglass_pane",786,"false",5113,0,"Scatterglass Pane","true",""
"Aether II","aether:scatterglass_pane_decorative",789,"true",5205,0,"Decorative Scatterglass Pane","true",""
"Aether II","aether:scatterglass_pane_decorative",789,"true",5205,1,"Decorative Scatterglass Pane","true",""
"Aether II","aether:scatterglass_slab",768,"false",5161,0,"Scatterglass Slab","true",""
"Aether II","aether:scatterglass_stairs",781,"false",5173,0,"Scatterglass Stairs","true",""
"Aether II","aether:scatterglass_wall",753,"false",5151,0,"Scatterglass Wall","true",""
"Aether II","aether:secret_skyroot_door",725,"false",,,"item.aether.secret_skyroot_door.name","true",""
"Aether II","aether:secret_skyroot_trapdoor",791,"false",5099,0,"Secret Skyroot Trapdoor","true",""
"Aether II","aether:sentrystone_brick",797,"false",5221,0,"Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,0,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,1,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,2,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,3,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,4,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,5,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative",798,"true",5224,6,"Decorative Sentrystone Brick","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,0,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,1,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,2,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,3,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,4,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_brick_decorative_lit",799,"true",5232,5,"Decorative Sentrystone Brick Lit","true",""
"Aether II","aether:sentrystone_pillar",800,"false",5098,0,"Holystone Brick Pillar","true",""
"Aether II","aether:sentrystone_pillar_lit",801,"false",5085,0,"Holystone Brick Pillar Lit","true",""
"Aether II","aether:skyroot_beam",715,"false",5100,0,"Skyroot Beam","true","skyroot_decorative"
"Aether II","aether:skyroot_bed",652,"false",,,"tile.aether.skyroot_bed.name","true",""
"Aether II","aether:skyroot_bookshelf",722,"false",5133,0,"Skyroot Bookshelf","true",""
"Aether II","aether:skyroot_button",739,"false",5105,0,"Skyroot Button","true",""
"Aether II","aether:skyroot_chest",668,"false",5155,0,"Skyroot Chest","true",""
"Aether II","aether:skyroot_decorative",714,"true",5123,0,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,1,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,2,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,3,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,4,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,5,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,6,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_decorative",714,"true",5123,7,"Decorative Skyroot Planks","true","skyroot_decorative"
"Aether II","aether:skyroot_door",724,"false",,,"item.aether.skyroot_door.name","true",""
"Aether II","aether:skyroot_fence",730,"false",5132,0,"Skyroot Fence","true",""
"Aether II","aether:skyroot_fence_gate",731,"false",5092,0,"Skyroot Fence Gate","true",""
"Aether II","aether:skyroot_ladder",738,"false",5093,0,"Skyroot Ladder","true",""
"Aether II","aether:skyroot_log",676,"false",5127,0,"Skyroot Wood","true",""
"Aether II","aether:skyroot_log_wall",752,"false",5142,0,"Skyroot Wood Wall","true",""
"Aether II","aether:skyroot_planks",713,"false",5177,0,"Skyroot Planks","true","skyrootplanks"
"Aether II","aether:skyroot_pressure_plate",743,"false",5119,0,"Skyroot Pressure Plate","true",""
"Aether II","aether:skyroot_slab",756,"false",5088,0,"Skyroot Slab","true",""
"Aether II","aether:skyroot_stairs",769,"false",5187,0,"Skyroot Stairs","true",""
"Aether II","aether:skyroot_trapdoor",737,"false",5209,0,"Skyroot Trapdoor","true",""
"Aether II","aether:skyroot_twigs",792,"false",5158,0,"Skyroot Twigs","true",""
"Aether II","aether:standing_skyroot_sign",736,"false",,,"tile.aether.standing_skyroot_sign.name","true",""
"Aether II","aether:tall_aether_grass",695,"true",5074,0,"Short Highlands Grass","true",""
"Aether II","aether:tall_aether_grass",695,"true",5074,1,"Highlands Grass","true",""
"Aether II","aether:tall_aether_grass",695,"true",5074,2,"Long Highlands Grass","true",""
"Aether II","aether:thera_dirt",642,"false",5157,0,"Thera Dirt","true",""
"Aether II","aether:thera_grass",641,"false",5086,0,"Thera Grass","true",""
"Aether II","aether:therastone_brick",633,"false",5141,0,"Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,0,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,1,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,2,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,3,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,4,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,5,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_decorative",634,"true",5134,6,"Decorative Therastone Brick","true",""
"Aether II","aether:therastone_brick_slab",761,"false",5181,0,"Therastone Brick Slab","true",""
"Aether II","aether:therastone_brick_stairs",774,"false",5215,0,"Therastone Brick Stairs","true",""
"Aether II","aether:therastone_pillar",635,"false",5207,0,"Therastone Pillar","true",""
"Aether II","aether:therawood_beam",640,"false",5182,0,"Therawood Beam","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,0,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,1,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,2,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,3,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,4,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_decorative",639,"true",5226,5,"Decorative Therawood","true","therawood_decorative"
"Aether II","aether:therawood_leaves",637,"false",5184,0,"Therawood Leaves","true",""
"Aether II","aether:therawood_log",636,"false",5094,0,"Therawood Log","true",""
"Aether II","aether:therawood_planks",638,"false",5163,0,"Therawood Planks","true",""
"Aether II","aether:therawood_slab",759,"false",5111,0,"Therawood Slab","true",""
"Aether II","aether:therawood_stairs",772,"false",5138,0,"Therawood Stairs","true",""
"Aether II","aether:valkyrie_grass",698,"true",5234,0,"Valkyrie Grass Sprout","true",""
"Aether II","aether:valkyrie_grass",698,"true",5234,2,"Valkyrie Grass","true",""
"Aether II","aether:wall_skyroot_sign",747,"false",,,"tile.aether.wall_skyroot_sign.name","true",""
"Aether II","aether:wildcard",784,"false",5103,0,"Wildcard","true",""
"Aether II","aether:wisproot_button",740,"false",5159,0,"Wisproot Button","true",""
"Aether II","aether:wisproot_fence",732,"false",5084,0,"Wisproot Fence","true",""
"Aether II","aether:wisproot_fence_gate",733,"false",5186,0,"Wisproot Fence Gate","true",""
"Aether II","aether:wisproot_pressure_plate",744,"false",5101,0,"Wisproot Pressure Plate","true",""
"Aether II","aether:wisproot_slab",757,"false",5220,0,"Wisproot Slab","true",""
"Aether II","aether:wisproot_stairs",770,"false",5137,0,"Wisproot Stairs","true",""
"Aether II","aether:woven_sticks",692,"false",5178,0,"Woven Skyroot Sticks","true",""
"Aether II","aether:zanite_block",701,"false",5218,0,"Zanite Block","true",""
"Aether II","aether:zanite_ore",656,"false",5143,0,"Zanite Ore","true",""
"Angel of Vengeance","aov:angelicstatue",858,"false",5374,0,"Unattuned Statue","true",""
"Angel of Vengeance","aov:astrostatue",862,"false",5378,0,"Astrologian Statue","true",""
"Angel of Vengeance","aov:clericstatue",860,"false",5376,0,"Cleric Statue","true",""
"Angel of Vengeance","aov:druidstatue",863,"false",5379,0,"Druidic Statue","true",""
"Angel of Vengeance","aov:favoredsoulstatue",859,"false",5375,0,"Favored Soul Statue","true",""
"Angel of Vengeance","aov:paladinstatue",861,"false",5377,0,"Paladin Statue","true",""
"Animus","animus:blockantimatter",855,"false",5354,0,"Antimatter","true",""
"Animus","animus:blockbloodcore",852,"false",5351,0,"Blood Core","true",""
"Animus","animus:blockbloodsapling",853,"false",5352,0,"Blood Sapling","true",""
"Animus","animus:blockbloodwood",854,"false",5353,0,"Blood Wood","true",""
"Animus","animus:blockfluidantimatter",857,"false",,,"tile.blockfluidantimatter.name","true",""
"Animus","animus:blockfluiddirt",856,"false",,,"tile.blockfluiddirt.name","true",""
"Animus","animus:blockphantombuilder",851,"false",,,"Phantom Builder Block","true",""
"Arcane Archives","arcanearchives:accessorblock",1078,"false",,,"tile.accessorBlock.name","true",""
"Arcane Archives","arcanearchives:dominion_crystal",1076,"false",5519,0,"Dominion Crystal","true",""
"Arcane Archives","arcanearchives:gemcutters_table",1077,"false",5520,0,"Gemcutter's Table","true",""
"Arcane Archives","arcanearchives:matrix_crystal_core",1064,"false",5507,0,"Crystal Matrix Core","true",""
"Arcane Archives","arcanearchives:matrix_distillate",1068,"false",5511,0,"Distillate Matrix","true",""
"Arcane Archives","arcanearchives:matrix_repository",1065,"false",5508,0,"Repository Matrix","true",""
"Arcane Archives","arcanearchives:matrix_reservoir",1066,"false",5509,0,"Reservoir Matrix","true",""
"Arcane Archives","arcanearchives:matrix_storage",1067,"false",5510,0,"Storage Matrix","true",""
"Arcane Archives","arcanearchives:radiant_chest",1071,"false",5514,0,"Radiant Chest","true",""
"Arcane Archives","arcanearchives:radiant_crafting_table",1072,"false",5515,0,"Radiant Crafting Table","true",""
"Arcane Archives","arcanearchives:radiant_lantern",1073,"false",5516,0,"Radiant Lantern","true",""
